attendance	team1	team2	goals	tie	pk	stage	round	year	date	time	stadium	referee	url
32127	Argentina	Switzerland	Feb-00	FALSE	FALSE	GROUP STAGE	FALSE	1966	19-07-1966 (19:30 h)	19:30	Hillsborough (Sheffield)	Joaquim Fernandes Campos (POR)	1966_ENGLAND_FS.htm
58479	Portugal	Brazil	1-Mar	FALSE	FALSE	GROUP STAGE	FALSE	1966	19-07-1966 (19:30 h)	19:30	Goodison Park (Liverpool)	George McCabe (ENG)	1966_ENGLAND_FS.htm
17829	North Korea	Italy	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	1966	19-07-1966 (19:30 h)	19:30	Ayresome Park (Middlesbrough)	Pierre Schwinte (FRA)	1966_ENGLAND_FS.htm
98270	England	France	Feb-00	FALSE	FALSE	GROUP STAGE	FALSE	1966	20-07-1966 (19:30 h)	19:30	Wembley (London)	Arturo Yamasaki (PER)	1966_ENGLAND_FS.htm
45187	FRG	Spain	1-Feb	FALSE	FALSE	GROUP STAGE	FALSE	1966	20-07-1966 (19:30 h)	19:30	Villa Park (Birmingham)	Armando Marques (BRA)	1966_ENGLAND_FS.htm
24129	Hungary	Bulgaria	1-Mar	FALSE	FALSE	GROUP STAGE	FALSE	1966	20-07-1966 (19:30 h)	19:30	Old Trafford (Manchester)	Roberto Goicoechea (ARG)	1966_ENGLAND_FS.htm
16027	Soviet Union	Chile	1-Feb	FALSE	FALSE	GROUP STAGE	FALSE	1966	20-07-1966 (19:30 h)	19:30	Roker Park (Sunderland)	John Adair (NIR)	1966_ENGLAND_FS.htm
40007	FRG	Uruguay	Apr-00	FALSE	FALSE	1/4 FINAL	FALSE	1966	23-07-1966 (15:00 h)	15:00	Hillsborough (Sheffield)	James Finney (ENG)	1966_ENGLAND_FS.htm
40248	Portugal	North Korea	3-May	FALSE	FALSE	1/4 FINAL	FALSE	1966	23-07-1966 (15:00 h)	15:00	Goodison Park (Liverpool)	Menachem Ashkenazi (ISR)	1966_ENGLAND_FS.htm
22103	Soviet Union	Hungary	1-Feb	FALSE	FALSE	1/4 FINAL	FALSE	1966	23-07-1966 (15:00 h)	15:00	Roker Park (Sunderland)	Juan GardeazÌÄåÁbal (SPA)	1966_ENGLAND_FS.htm
90584	England	Argentina	Jan-00	FALSE	FALSE	1/4 FINAL	FALSE	1966	23-07-1966 (19:30 h)	19:30	Wembley (London)	Rudolf Kreitlein (FRG)	1966_ENGLAND_FS.htm
38273	FRG	Soviet Union	1-Feb	FALSE	FALSE	1/2 FINAL	FALSE	1966	25-07-1966 (19:30 h)	19:30	Goodison Park (Liverpool)	Concetto lo Bello (ITA)	1966_ENGLAND_FS.htm
94493	England	Portugal	1-Feb	FALSE	FALSE	1/2 FINAL	FALSE	1966	26-07-1966 (19:30 h)	19:30	Wembley (London)	Pierre Schwinte (FRA)	1966_ENGLAND_FS.htm
87696	Portugal	Soviet Union	1-Feb	FALSE	FALSE	PLACES 3-4	FALSE	1966	28-07-1966 (19:30 h)	19:30	Wembley (London)	Kenneth Dagnall (ENG)	1966_ENGLAND_FS.htm
93802	England	FRG	2-Apr	FALSE	FALSE	FINAL ROUND	FALSE	1966	30-07-1966 (15:00 h)	15:00	Wembley (London)	Gottfried Dienst (SWI)	1966_ENGLAND_FS.htm
62103	Brazil	Croatia	1-Mar	FALSE	FALSE	GROUP STAGE	FALSE	2014	12-06-2014 (17:00 h)	17:00	Arena Corinthians (SÌ£o Paulo)	Yuichi Nishimura (JAP)	2014_BRAZIL_FS.htm
39216	Mexico	Cameroon	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	2014	13-06-2014 (13:00 h)	13:00	Arena das Dunas (Natal)	Wilmar RoldÌÄåÁn (COL)	2014_BRAZIL_FS.htm
48173	Spain	Netherlands	5-Jan	FALSE	FALSE	GROUP STAGE	FALSE	2014	13-06-2014 (16:00 h)	16:00	Arena Fonte Nova (Salvador)	Nicola Rizzoli (ITA)	2014_BRAZIL_FS.htm
40275	Chile	Australia	1-Mar	FALSE	FALSE	GROUP STAGE	FALSE	2014	13-06-2014 (18:00 h)	18:00	Arena Pantanal (CuiabÌÄåÁ)	DouÌÄå© Noumandiez (CIV)	2014_BRAZIL_FS.htm
57174	Colombia	Greece	Mar-00	FALSE	FALSE	GROUP STAGE	FALSE	2014	14-06-2014 (13:00 h)	13:00	MineirÌ£o (Belo Horizonte)	Mark Geiger (USA)	2014_BRAZIL_FS.htm
58679	Uruguay	Costa Rica	3-Jan	FALSE	FALSE	GROUP STAGE	FALSE	2014	14-06-2014 (16:00 h)	16:00	CastelÌ£o (Fortaleza)	Felix Brych (GER)	2014_BRAZIL_FS.htm
39800	England	Italy	2-Jan	FALSE	FALSE	GROUP STAGE	FALSE	2014	14-06-2014 (18:00 h)	18:00	Arena da AmazÌ«nia (Manaus)	BjÌ_rn Kuipers (NED)	2014_BRAZIL_FS.htm
40267	Ivory Coast	Japan	1-Feb	FALSE	FALSE	GROUP STAGE	FALSE	2014	14-06-2014 (22:00 h)	22:00	Arena Pernambuco (Recife)	Enrique Osses (CHI)	2014_BRAZIL_FS.htm
68351	Switzerland	Ecuador	1-Feb	FALSE	FALSE	GROUP STAGE	FALSE	2014	15-06-2014 (13:00 h)	13:00	EstÌÄåÁdio Nacional de BrasÌÄå_lia (BrasÌÄå_lia)	Ravshan Irmatov (UZB)	2014_BRAZIL_FS.htm
43012	France	Honduras	Mar-00	FALSE	FALSE	GROUP STAGE	FALSE	2014	15-06-2014 (16:00 h)	16:00	EstÌÄåÁdio Beira-Rio (Porto Alegre)	Sandro Meira Ricci (BRA)	2014_BRAZIL_FS.htm
74738	Argentina	Bosnia-Herzegovina	1-Feb	FALSE	FALSE	GROUP STAGE	FALSE	2014	15-06-2014 (19:00 h)	19:00	MaracanÌ£ (Rio de Janeiro)	Joel Aguilar (SLV)	2014_BRAZIL_FS.htm
51081	Germany	Portugal	Apr-00	FALSE	FALSE	GROUP STAGE	FALSE	2014	16-06-2014 (13:00 h)	13:00	Arena Fonte Nova (Salvador)	Milorad MaÅ_i€à (SER)	2014_BRAZIL_FS.htm
39081	Iran	Nigeria	-	FALSE	FALSE	GROUP STAGE	FALSE	2014	16-06-2014 (16:00 h)	16:00	Arena da Baixada (Curitiba)	Carlos Vera (ECU)	2014_BRAZIL_FS.htm
39760	Ghana	USA	2-Jan	FALSE	FALSE	GROUP STAGE	FALSE	2014	16-06-2014 (19:00 h)	19:00	Arena das Dunas (Natal)	Jonas Eriksson (SWE)	2014_BRAZIL_FS.htm
56800	Belgium	Algeria	1-Feb	FALSE	FALSE	GROUP STAGE	FALSE	2014	17-06-2014 (13:00 h)	13:00	MineirÌ£o (Belo Horizonte)	Marco Antonio RodrÌÄå_guez (MEX)	2014_BRAZIL_FS.htm
60342	Brazil	Mexico	-	FALSE	FALSE	GROUP STAGE	FALSE	2014	17-06-2014 (16:00 h)	16:00	CastelÌ£o (Fortaleza)	CÌÄå_neyt Ìàak€±r (TUR)	2014_BRAZIL_FS.htm
37603	Russia	South Korea	1-Jan	FALSE	FALSE	GROUP STAGE	FALSE	2014	17-06-2014 (18:00 h)	18:00	Arena Pantanal (CuiabÌÄåÁ)	NÌÄå©stor Pitana (ARG)	2014_BRAZIL_FS.htm
42877	Australia	Netherlands	3-Feb	FALSE	FALSE	GROUP STAGE	FALSE	2014	18-06-2014 (13:00 h)	13:00	EstÌÄåÁdio Beira-Rio (Porto Alegre)	Djamel Haimoudi (ALG)	2014_BRAZIL_FS.htm
74101	Spain	Chile	0-2	FALSE	FALSE	GROUP STAGE	FALSE	2014	18-06-2014 (16:00 h)	16:00	MaracanÌ£ (Rio de Janeiro)	Mark Geiger (USA)	2014_BRAZIL_FS.htm
39982	Cameroon	Croatia	0-4	FALSE	FALSE	GROUP STAGE	FALSE	2014	18-06-2014 (18:00 h)	18:00	Arena da AmazÌ«nia (Manaus)	Pedro ProenÌ_a Oliveira (POR)	2014_BRAZIL_FS.htm
68748	Colombia	Ivory Coast	1-Feb	FALSE	FALSE	GROUP STAGE	FALSE	2014	19-06-2014 (13:00 h)	13:00	EstÌÄåÁdio Nacional de BrasÌÄå_lia (BrasÌÄå_lia)	Howard Webb (ENG)	2014_BRAZIL_FS.htm
62575	Uruguay	England	1-Feb	FALSE	FALSE	GROUP STAGE	FALSE	2014	19-06-2014 (16:00 h)	16:00	Arena Corinthians (SÌ£o Paulo)	Carlos Velasco Carballo (SPA)	2014_BRAZIL_FS.htm
39485	Japan	Greece	-	FALSE	FALSE	GROUP STAGE	FALSE	2014	19-06-2014 (19:00 h)	19:00	Arena das Dunas (Natal)	Joel Aguilar (SLV)	2014_BRAZIL_FS.htm
40285	Italy	Costa Rica	0-1	FALSE	FALSE	GROUP STAGE	FALSE	2014	20-06-2014 (13:00 h)	13:00	Arena Pernambuco (Recife)	Enrique Osses (CHI)	2014_BRAZIL_FS.htm
51003	Switzerland	France	5-Feb	FALSE	FALSE	GROUP STAGE	FALSE	2014	20-06-2014 (16:00 h)	16:00	Arena Fonte Nova (Salvador)	BjÌ_rn Kuipers (NED)	2014_BRAZIL_FS.htm
39224	Honduras	Ecuador	2-Jan	FALSE	FALSE	GROUP STAGE	FALSE	2014	20-06-2014 (19:00 h)	19:00	Arena da Baixada (Curitiba)	Ben Williams (AUS)	2014_BRAZIL_FS.htm
57698	Argentina	Iran	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	2014	21-06-2014 (13:00 h)	13:00	MineirÌ£o (Belo Horizonte)	Milorad MaÅ_i€à (SER)	2014_BRAZIL_FS.htm
59621	Germany	Ghana	2-Feb	FALSE	FALSE	GROUP STAGE	FALSE	2014	21-06-2014 (16:00 h)	16:00	CastelÌ£o (Fortaleza)	Sandro Meira Ricci (BRA)	2014_BRAZIL_FS.htm
40499	Nigeria	Bosnia-Herzegovina	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	2014	21-06-2014 (18:00 h)	18:00	Arena Pantanal (CuiabÌÄåÁ)	Peter OÌ¢åÛåªLeary (NZL)	2014_BRAZIL_FS.htm
73819	Belgium	Russia	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	2014	22-06-2014 (13:00 h)	13:00	MaracanÌ£ (Rio de Janeiro)	Felix Brych (GER)	2014_BRAZIL_FS.htm
42732	South Korea	Algeria	4-Feb	FALSE	FALSE	GROUP STAGE	FALSE	2014	22-06-2014 (16:00 h)	16:00	EstÌÄåÁdio Beira-Rio (Porto Alegre)	Wilmar RoldÌÄåÁn (COL)	2014_BRAZIL_FS.htm
40123	USA	Portugal	2-Feb	FALSE	FALSE	GROUP STAGE	FALSE	2014	22-06-2014 (18:00 h)	18:00	Arena da AmazÌ«nia (Manaus)	NÌÄå©stor Pitana (ARG)	2014_BRAZIL_FS.htm
39375	Australia	Spain	0-3	FALSE	FALSE	GROUP STAGE	FALSE	2014	23-06-2014 (13:00 h)	13:00	Arena da Baixada (Curitiba)	Nawaf Shukralla (BHR)	2014_BRAZIL_FS.htm
62996	Netherlands	Chile	Feb-00	FALSE	FALSE	GROUP STAGE	FALSE	2014	23-06-2014 (13:00 h)	13:00	Arena Corinthians (SÌ£o Paulo)	Bakary Gassama (GAM)	2014_BRAZIL_FS.htm
69112	Cameroon	Brazil	4-Jan	FALSE	FALSE	GROUP STAGE	FALSE	2014	23-06-2014 (17:00 h)	17:00	EstÌÄåÁdio Nacional de BrasÌÄå_lia (BrasÌÄå_lia)	Jonas Eriksson (SWE)	2014_BRAZIL_FS.htm
41212	Croatia	Mexico	3-Jan	FALSE	FALSE	GROUP STAGE	FALSE	2014	23-06-2014 (17:00 h)	17:00	Arena Pernambuco (Recife)	Ravshan Irmatov (UZB)	2014_BRAZIL_FS.htm
39706	Italy	Uruguay	0-1	FALSE	FALSE	GROUP STAGE	FALSE	2014	24-06-2014 (13:00 h)	13:00	Arena das Dunas (Natal)	Marco Antonio RodrÌÄå_guez (MEX)	2014_BRAZIL_FS.htm
57823	Costa Rica	England	-	FALSE	FALSE	GROUP STAGE	FALSE	2014	24-06-2014 (13:00 h)	13:00	MineirÌ£o (Belo Horizonte)	Djamel Haimoudi (ALG)	2014_BRAZIL_FS.htm
40340	Japan	Colombia	4-Jan	FALSE	FALSE	GROUP STAGE	FALSE	2014	24-06-2014 (16:00 h)	16:00	Arena Pantanal (CuiabÌÄåÁ)	Pedro ProenÌ_a Oliveira (POR)	2014_BRAZIL_FS.htm
59095	Greece	Ivory Coast	1-Feb	FALSE	FALSE	GROUP STAGE	FALSE	2014	24-06-2014 (17:00 h)	17:00	CastelÌ£o (Fortaleza)	Carlos Vera (ECU)	2014_BRAZIL_FS.htm
43285	Nigeria	Argentina	3-Feb	FALSE	FALSE	GROUP STAGE	FALSE	2014	25-06-2014 (13:00 h)	13:00	EstÌÄåÁdio Beira-Rio (Porto Alegre)	Nicola Rizzoli (ITA)	2014_BRAZIL_FS.htm
48011	Bosnia-Herzegovina	Iran	1-Mar	FALSE	FALSE	GROUP STAGE	FALSE	2014	25-06-2014 (13:00 h)	13:00	Arena Fonte Nova (Salvador)	Carlos Velasco Carballo (SPA)	2014_BRAZIL_FS.htm
40322	Honduras	Switzerland	0-3	FALSE	FALSE	GROUP STAGE	FALSE	2014	25-06-2014 (16:00 h)	16:00	Arena da AmazÌ«nia (Manaus)	NÌÄå©stor Pitana (ARG)	2014_BRAZIL_FS.htm
73749	Ecuador	France	-	FALSE	FALSE	GROUP STAGE	FALSE	2014	25-06-2014 (17:00 h)	17:00	MaracanÌ£ (Rio de Janeiro)	DouÌÄå© Noumandiez (CIV)	2014_BRAZIL_FS.htm
41876	USA	Germany	0-1	FALSE	FALSE	GROUP STAGE	FALSE	2014	26-06-2014 (13:00 h)	13:00	Arena Pernambuco (Recife)	Ravshan Irmatov (UZB)	2014_BRAZIL_FS.htm
67540	Portugal	Ghana	1-Feb	FALSE	FALSE	GROUP STAGE	FALSE	2014	26-06-2014 (13:00 h)	13:00	EstÌÄåÁdio Nacional de BrasÌÄå_lia (BrasÌÄå_lia)	Nawaf Shukralla (BHR)	2014_BRAZIL_FS.htm
61397	South Korea	Belgium	0-1	FALSE	FALSE	GROUP STAGE	FALSE	2014	26-06-2014 (17:00 h)	17:00	Arena Corinthians (SÌ£o Paulo)	Ben Williams (AUS)	2014_BRAZIL_FS.htm
39311	Algeria	Russia	1-Jan	FALSE	FALSE	GROUP STAGE	FALSE	2014	26-06-2014 (17:00 h)	17:00	Arena da Baixada (Curitiba)	CÌÄå_neyt Ìàak€±r (TUR)	2014_BRAZIL_FS.htm
57714	Brazil	Chile	1-Jan	FALSE	1-0 (David Luiz); 1-0 (Pinilla [saved]) / 1-0 (Willian [out]); 1-0 (Alexis SÌÄåÁnchez [saved]) / 2-0 (Marcelo); 2-1 (ArÌÄåÁnguiz) / 2-1 (Hulk [saved]); 2-2 (DÌÄå_az) / 3-2 (Neymar); 3-2 (Jara [out])	1/8 FINAL	FALSE	2014	28-06-2014 (13:00 h)	13:00	MineirÌ£o (Belo Horizonte)	Howard Webb (ENG)	2014_BRAZIL_FS.htm
73804	Colombia	Uruguay	Feb-00	FALSE	FALSE	1/8 FINAL	FALSE	2014	28-06-2014 (17:00 h)	17:00	MaracanÌ£ (Rio de Janeiro)	BjÌ_rn Kuipers (NED)	2014_BRAZIL_FS.htm
58817	Netherlands	Mexico	1-Feb	FALSE	FALSE	1/8 FINAL	FALSE	2014	29-06-2014 (13:00 h)	13:00	CastelÌ£o (Fortaleza)	Pedro ProenÌ_a Oliveira (POR)	2014_BRAZIL_FS.htm
41242	Costa Rica	Greece	1-Jan	FALSE	1-0 (Borges); 1-1 (Mitroglou) / 2-1 (Bryan Ruiz); 2-2 (Christodoulopoulos) / 3-2 (Giancarlo GonzÌÄåÁlez); 3-3 (Cholevas) / 4-3 (Campbell); 4-3 (Gekas [saved]) / 5-3 (UmaÌ±a)	1/8 FINAL	FALSE	2014	29-06-2014 (17:00 h)	17:00	Arena Pernambuco (Recife)	Ben Williams (AUS)	2014_BRAZIL_FS.htm
67882	France	Nigeria	Feb-00	FALSE	FALSE	1/8 FINAL	FALSE	2014	30-06-2014 (13:00 h)	13:00	EstÌÄåÁdio Nacional de BrasÌÄå_lia (BrasÌÄå_lia)	Mark Geiger (USA)	2014_BRAZIL_FS.htm
43063	Germany	Algeria	1-Feb	FALSE	FALSE	1/8 FINAL	FALSE	2014	30-06-2014 (17:00 h)	17:00	EstÌÄåÁdio Beira-Rio (Porto Alegre)	Sandro Meira Ricci (BRA)	2014_BRAZIL_FS.htm
63255	Argentina	Switzerland	Jan-00	FALSE	FALSE	1/8 FINAL	FALSE	2014	1-07-2014 (13:00 h)	13:00	Arena Corinthians (SÌ£o Paulo)	Jonas Eriksson (SWE)	2014_BRAZIL_FS.htm
51227	Belgium	USA	1-Feb	FALSE	FALSE	1/8 FINAL	FALSE	2014	1-07-2014 (17:00 h)	17:00	Arena Fonte Nova (Salvador)	Djamel Haimoudi (ALG)	2014_BRAZIL_FS.htm
74240	France	Germany	0-1	FALSE	FALSE	1/4 FINAL	FALSE	2014	4-07-2014 (13:00 h)	13:00	MaracanÌ£ (Rio de Janeiro)	NÌÄå©stor Pitana (ARG)	2014_BRAZIL_FS.htm
60342	Brazil	Colombia	1-Feb	FALSE	FALSE	1/4 FINAL	FALSE	2014	4-07-2014 (17:00 h)	17:00	CastelÌ£o (Fortaleza)	Carlos Velasco Carballo (SPA)	2014_BRAZIL_FS.htm
68551	Argentina	Belgium	Jan-00	FALSE	FALSE	1/4 FINAL	FALSE	2014	5-07-2014 (13:00 h)	13:00	EstÌÄåÁdio Nacional de BrasÌÄå_lia (BrasÌÄå_lia)	Nicola Rizzoli (ITA)	2014_BRAZIL_FS.htm
51179	Netherlands	Costa Rica	-	FALSE	0-1 (Borges); 1-1 (Van Persie) / 1-1 (Bryan Ruiz [saved]); 2-1 (Robben) / 2-2 (Giancarlo GonzÌÄåÁlez); 3-2 (Sneijder) / 3-3 (BolaÌ±os); 4-3 (Kuijt) / 4-3 (UmaÌ±a [saved])	1/4 FINAL	FALSE	2014	5-07-2014 (17:00 h)	17:00	Arena Fonte Nova (Salvador)	Ravshan Irmatov (UZB)	2014_BRAZIL_FS.htm
58141	Brazil	Germany	7-Jan	FALSE	FALSE	1/2 FINAL	FALSE	2014	8-07-2014 (17:00 h)	17:00	MineirÌ£o (Belo Horizonte)	Marco Antonio RodrÌÄå_guez (MEX)	2014_BRAZIL_FS.htm
63267	Netherlands	Argentina	-	FALSE	0-0 (Vlaar [saved]); 0-1 (Messi) / 1-1 (Robben); 1-2 (Garay) / 1-2 (Sneijder [saved]); 1-3 (AgÌÄå_ero) / 2-3 (Kuijt); 2-4 (Maxi RodrÌÄå_guez)	1/2 FINAL	FALSE	2014	9-07-2014 (17:00 h)	17:00	Arena Corinthians (SÌ£o Paulo)	CÌÄå_neyt Ìàak€±r (TUR)	2014_BRAZIL_FS.htm
68034	Brazil	Netherlands	0-3	FALSE	FALSE	PLACES 3-4	FALSE	2014	12-07-2014 (17:00 h)	17:00	EstÌÄåÁdio Nacional de BrasÌÄå_lia (BrasÌÄå_lia)	Djamel Haimoudi (ALG)	2014_BRAZIL_FS.htm
74738	Germany	Argentina	Jan-00	FALSE	FALSE	FINAL ROUND	FALSE	2014	13-07-2014 (16:00 h)	16:00	MaracanÌ£ (Rio de Janeiro)	Nicola Rizzoli (ITA)	2014_BRAZIL_FS.htm
4444	France	Mexico	1-Apr	FALSE	FALSE	GROUP STAGE	FALSE	1930	13-07-1930 (15:00 h)	15:00	Pocitos (Montevideo)	Domingo Lombardi (URU)	1930_URUGUAY_FS.htm
18436	USA	Belgium	Mar-00	FALSE	FALSE	GROUP STAGE	FALSE	1930	13-07-1930 (15:00 h)	15:00	Parque Central (Montevideo)	JosÌÄå© BartolomÌÄå© MacÌÄå_as (ARG)	1930_URUGUAY_FS.htm
24059	Yugoslavia	Brazil	1-Feb	FALSE	FALSE	GROUP STAGE	FALSE	1930	14-07-1930 (12:45 h)	12:45	Parque Central (Montevideo)	AnÌÄå_bal Tejada (URU)	1930_URUGUAY_FS.htm
2000	Romania	Peru	1-Mar	FALSE	FALSE	GROUP STAGE	FALSE	1930	14-07-1930 (14:50 h)	14:50	Pocitos (Montevideo)	Alberto Warnken (CHI)	1930_URUGUAY_FS.htm
23409	Argentina	France	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	1930	15-07-1930 (16:00 h)	16:00	Parque Central (Montevideo)	Gilberto de Almeida RÌÄå»go (BRA)	1930_URUGUAY_FS.htm
9249	Chile	Mexico	Mar-00	FALSE	FALSE	GROUP STAGE	FALSE	1930	16-07-1930 (14:45 h)	14:45	Parque Central (Montevideo)	Henri Christophe (BEL)	1930_URUGUAY_FS.htm
18306	Yugoslavia	Bolivia	Apr-00	FALSE	FALSE	GROUP STAGE	FALSE	1930	17-07-1930 (12:45 h)	12:45	Parque Central (Montevideo)	Francisco Mateucci (URU)	1930_URUGUAY_FS.htm
18306	USA	Paraguay	Mar-00	FALSE	FALSE	GROUP STAGE	FALSE	1930	17-07-1930 (14:45 h)	14:45	Parque Central (Montevideo)	JosÌÄå© BartolomÌÄå© MacÌÄå_as (ARG)	1930_URUGUAY_FS.htm
57735	Uruguay	Peru	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	1930	18-07-1930 (14:30 h)	14:30	Estadio del Centenario (Montevideo)	Jean Langenus (BEL)	1930_URUGUAY_FS.htm
42100	Chile	France	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	1930	19-07-1930 (12:50 h)	12:50	Estadio del Centenario (Montevideo)	AnÌÄå_bal Tejada (URU)	1930_URUGUAY_FS.htm
42100	Argentina	Mexico	3-Jun	FALSE	FALSE	GROUP STAGE	FALSE	1930	19-07-1930 (15:00 h)	15:00	Estadio del Centenario (Montevideo)	Ulises Saucedo (BOL)	1930_URUGUAY_FS.htm
25466	Brazil	Bolivia	Apr-00	FALSE	FALSE	GROUP STAGE	FALSE	1930	20-07-1930 (13:00 h)	13:00	Estadio del Centenario (Montevideo)	John Balway (FRA)	1930_URUGUAY_FS.htm
25466	Paraguay	Belgium	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	1930	20-07-1930 (15:00 h)	15:00	Estadio del Centenario (Montevideo)	Ricardo Vallarino (URU)	1930_URUGUAY_FS.htm
70022	Uruguay	Romania	Apr-00	FALSE	FALSE	GROUP STAGE	FALSE	1930	21-07-1930 (14:50 h)	14:50	Estadio del Centenario (Montevideo)	Gilberto de Almeida RÌÄå»go (BRA)	1930_URUGUAY_FS.htm
41459	Argentina	Chile	1-Mar	FALSE	FALSE	GROUP STAGE	FALSE	1930	22-07-1930 (14:45 h)	14:45	Estadio del Centenario (Montevideo)	Jean Langenus (BEL)	1930_URUGUAY_FS.htm
72886	Argentina	USA	1-Jun	FALSE	FALSE	1/2 FINAL	FALSE	1930	26-07-1930 (14:45 h)	14:45	Estadio del Centenario (Montevideo)	Jean Langenus (BEL)	1930_URUGUAY_FS.htm
79867	Uruguay	Yugoslavia	1-Jun	FALSE	FALSE	1/2 FINAL	FALSE	1930	27-07-1930 (14:45 h)	14:45	Estadio del Centenario (Montevideo)	Gilberto de Almeida RÌÄå»go (BRA)	1930_URUGUAY_FS.htm
68346	Uruguay	Argentina	2-Apr	FALSE	FALSE	FINAL ROUND	FALSE	1930	30-07-1930 (15:30 h)	15:30	Estadio del Centenario (Montevideo)	Jean Langenus (BEL)	1930_URUGUAY_FS.htm
95000	Bulgaria	Italy	1-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1986	31-05-1986 (12:00 h)	12:00	Estadio Azteca (MÌÄå©xico D.F.)	Erik Fredriksson (SWE)	1986_MEXICO_FS.htm
35748	Spain	Brazil	0-1	FALSE	FALSE	GROUP STAGE	FALSE	1986	1-06-1986 (12:00 h)	12:00	Estadio Jalisco (Guadalajara)	Christopher Bambridge (AUS)	1986_MEXICO_FS.htm
35748	Canada	France	0-1	FALSE	FALSE	GROUP STAGE	FALSE	1986	1-06-1986 (16:00 h)	16:00	Nou Camp (LeÌÄå_n)	HernÌÄåÁn MartÌÄå_n Silva Arce (CHI)	1986_MEXICO_FS.htm
40000	Argentina	South Korea	1-Mar	FALSE	FALSE	GROUP STAGE	FALSE	1986	2-06-1986 (12:00 h)	12:00	Estadio OlÌÄå_mpico Ì¢åÛåÏMÌÄå©xico 68Ì¢åÛåù (MÌÄå©xico D.F.)	Victoriano SÌÄåÁnchez Arminio (SPA)	1986_MEXICO_FS.htm
16500	Soviet Union	Hungary	Jun-00	FALSE	FALSE	GROUP STAGE	FALSE	1986	2-06-1986 (12:00 h)	12:00	RevoluciÌÄå_n Mexicana (Irapuato)	Luigi Agnolin (ITA)	1986_MEXICO_FS.htm
19694	Morocco	Poland	-	FALSE	FALSE	GROUP STAGE	FALSE	1986	2-06-1986 (16:00 h)	16:00	Estadio Universitario (Monterrey)	JosÌÄå© Luis MartÌÄå_nez BazÌÄåÁn (URU)	1986_MEXICO_FS.htm
110000	Belgium	Mexico	2-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1986	3-06-1986 (12:00 h)	12:00	Estadio Azteca (MÌÄå©xico D.F.)	Carlos Alfonso EspÌÄå_sito (ARG)	1986_MEXICO_FS.htm
22000	Algeria	Northern Ireland	1-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1986	3-06-1986 (12:00 h)	12:00	Tres de Marzo (Guadalajara)	Valerij Butenko (USSR)	1986_MEXICO_FS.htm
19998	Portugal	England	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	1986	3-06-1986 (16:00 h)	16:00	Estadio TecnolÌÄå_gico (Monterrey)	Volker Roth (FRG)	1986_MEXICO_FS.htm
24000	Paraguay	Iraq	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	1986	4-06-1986 (12:00 h)	12:00	La Bombonera (Toluca)	Edwin Picon-Ackong (MRI)	1986_MEXICO_FS.htm
30500	Uruguay	FRG	1-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1986	4-06-1986 (12:00 h)	12:00	La Corregidora (QuerÌÄå©taro)	VojtÌãå_ch Christov (CZE)	1986_MEXICO_FS.htm
18000	Scotland	Denmark	0-1	FALSE	FALSE	GROUP STAGE	FALSE	1986	4-06-1986 (16:00 h)	16:00	Estadio Neza '86 (NezahualcÌÄå_yotl)	Lajos NÌÄå©meth (HUN)	1986_MEXICO_FS.htm
32000	Italy	Argentina	1-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1986	5-06-1986 (12:00 h)	12:00	Estadio CuauhtÌÄå©moc (Puebla)	Jan Keizer (NED)	1986_MEXICO_FS.htm
36540	France	Soviet Union	1-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1986	5-06-1986 (12:00 h)	12:00	Nou Camp (LeÌÄå_n)	Romualdo Arppi Filho (BRA)	1986_MEXICO_FS.htm
45000	South Korea	Bulgaria	1-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1986	5-06-1986 (16:00 h)	16:00	Estadio OlÌÄå_mpico Ì¢åÛåÏMÌÄå©xico 68Ì¢åÛåù (MÌÄå©xico D.F.)	Fallaj al-Shanar (KSA)	1986_MEXICO_FS.htm
13800	Hungary	Canada	Feb-00	FALSE	FALSE	GROUP STAGE	FALSE	1986	6-06-1986 (12:00 h)	12:00	RevoluciÌÄå_n Mexicana (Irapuato)	Jamal al-Sharif (SYR)	1986_MEXICO_FS.htm
47000	Brazil	Algeria	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	1986	6-06-1986 (12:00 h)	12:00	Estadio Jalisco (Guadalajara)	RÌÄå_mulo MÌÄå©ndez (GUA)	1986_MEXICO_FS.htm
